Date,log_price_residual
2019-04-29,-0.306555273933105
2019-04-30,-0.2849605469012406
2019-05-01,-0.2768260998153611
2019-05-02,-0.26333140255829157
2019-05-03,-0.21645311706204495
2019-05-04,-0.19728504934863267
2019-05-05,-0.20650379470563962
2019-05-06,-0.21406996276001422
2019-05-07,-0.19197140188797945
2019-05-08,-0.17513926531259472
2019-05-09,-0.1402581573711661
2019-05-10,-0.10842285053179523
2019-05-11,0.031703999156968976
2019-05-12,-0.02337918017248697
2019-05-13,0.09127864641500771
2019-05-14,0.10948961209015984
2019-05-15,0.13987856144863287
2019-05-16,0.09429174858188638
2019-05-17,0.022264558476621232
2019-05-18,0.01404568457931532
2019-05-19,0.1340161293609068
2019-05-20,0.10289468472220875
2019-05-21,0.10156804418295096
2019-05-22,0.059603656932512905
2019-05-23,0.08746638503016335
2019-05-24,0.0970991298770123
2019-05-25,0.10471763428090419
2019-05-26,0.18275317079118025
2019-05-27,0.1906652758320888
2019-05-28,0.17774295819413055
2019-05-29,0.16864902093459833
2019-05-30,0.12159590370215412
2019-05-31,0.1536795456023885
2019-06-01,0.1517741606212919
2019-06-02,0.17191633850567634
2019-06-03,0.10273514537145445
2019-06-04,0.03499944596116222
2019-06-05,0.052662788664269655
2019-06-06,0.048290712393033175
2019-06-07,0.07797115165727142
2019-06-08,0.06583227702635419
2019-06-09,0.025034095571943027
2019-06-10,0.0694160933222232
2019-06-11,0.05893250891793578
2019-06-12,0.08522081904304635
2019-06-13,0.09408355819785363
2019-06-14,0.14732520979516828
2019-06-15,0.16296213702859141
2019-06-16,0.18008888705176496
2019-06-17,0.21323129307974575
2019-06-18,0.17953247342540024
2019-06-19,0.2036726172945169
2019-06-20,0.22960384979227655
2019-06-21,0.2823592947317568
2019-06-22,0.33829169306994444
2019-06-23,0.34640322173938287
2019-06-24,0.36357281561740784
2019-06-25,0.42494838395207246
2019-06-26,0.5151832359325876
2019-06-27,0.36653696513348066
2019-06-28,0.47077744788626497
2019-06-29,0.43452198389595864
2019-06-30,0.33571513866810854
2019-07-01,0.30822055524975767
2019-07-02,0.3246296351896447
2019-07-03,0.42694892074553614
2019-07-04,0.3578390447098556
2019-07-05,0.3396912176517599
2019-07-06,0.3565236240127607
2019-07-07,0.37630745460808335
2019-07-08,0.4467586735685707
2019-07-09,0.4653598586532617
2019-07-10,0.42491137402325485
2019-07-11,0.3534164712967147
2019-07-12,0.3961827365182202
2019-07-13,0.35383255900078936
2019-07-14,0.25349496115743975
2019-07-15,0.3121825217893033
2019-07-16,0.16749401180280543
2019-07-17,0.1869884699953719
2019-07-18,0.283871728804014
2019-07-19,0.2680262531568811
2019-07-20,0.2969517574191549
2019-07-21,0.2695815332571918
2019-07-22,0.24176614473101132
2019-07-23,0.1951807307454434
2019-07-24,0.18588064980606234
2019-07-25,0.19468500151978851
2019-07-26,0.18676749345338628
2019-07-27,0.14459176279973462
2019-07-28,0.15162240837955032
2019-07-29,0.147207397674185
2019-07-30,0.1543727158792354
2019-07-31,0.20040544553506123
2019-08-01,0.23191435658390702
2019-08-02,0.24240339493691643
2019-08-03,0.2668004461086664
2019-08-04,0.28102086814972793
2019-08-05,0.3495588455347942
2019-08-06,0.31598400675441063
2019-08-07,0.36042237657949805
2019-08-08,0.3559351341010064
2019-08-09,0.3471769599517618
2019-08-10,0.2973155183156422
2019-08-11,0.31516057283387156
2019-08-12,0.3004937283336808
2019-08-13,0.25207027508055546
2019-08-14,0.1695988486721891
2019-08-15,0.19590357087743016
2019-08-16,0.2002136200229696
2019-08-17,0.18228984424433037
2019-08-18,0.19258819838734986
2019-08-19,0.24288816398272495
2019-08-20,0.23057767148510955
2019-08-21,0.16416016518035903
2019-08-22,0.164678273577481
2019-08-23,0.1915688538347986
2019-08-24,0.16384671115319094
2019-08-25,0.15749734852446018
2019-08-26,0.1813624178878701
2019-08-27,0.16068440172295517
2019-08-28,0.11443505829004863
2019-08-29,0.08756377137250482
2019-08-30,0.0959381586236443
2019-08-31,0.09715481485618938
2019-09-01,0.11180418942824133
2019-09-02,0.17108088950194755
2019-09-03,0.19229429468742687
2019-09-04,0.18659759464200576
2019-09-05,0.18510153187732925
2019-09-06,0.159520122252097
2019-09-07,0.17348243170586564
2019-09-08,0.16339593751298587
2019-09-09,0.1544585124315585
2019-09-10,0.12863104390267566
2019-09-11,0.13249915573834947
2019-09-12,0.15619995239064366
2019-09-13,0.14889322868906518
2019-09-14,0.14892889478078786
2019-09-15,0.14168437545122536
2019-09-16,0.13529324724537517
2019-09-17,0.12753133994119104
2019-09-18,0.12249200134214
2019-09-19,0.13129040977235817
2019-09-20,0.12000861067963164
2019-09-21,0.10014497367724395
2019-09-22,0.10455537515051105
2019-09-23,0.06707643470405067
2019-09-24,-0.052341526508932645
2019-09-25,-0.07594029135444735
2019-09-26,-0.11749072169963348
2019-09-27,-0.10710871512260844
2019-09-28,-0.10655497229038069
2019-09-29,-0.12472987864401475
2019-09-30,-0.09938520964269948
2019-10-01,-0.0968220258806376
2019-10-02,-0.09239009243412788
2019-10-03,-0.10671122422115253
2019-10-04,-0.11878915263611134
2019-10-05,-0.12301145051247708
2019-10-06,-0.16011248393575528
2019-10-07,-0.11519628451062403
2019-10-08,-0.12084568246763183
2019-10-09,-0.07355369658418631
2019-10-10,-0.07725344648752142
2019-10-11,-0.1127193820808845
2019-10-12,-0.10992916537892583
2019-10-13,-0.11512307197670069
2019-10-14,-0.10978705456611237
2019-10-15,-0.13353438854996647
2019-10-16,-0.15415918282626606
2019-10-17,-0.14685084955323902
2019-10-18,-0.1621730990834589
2019-10-19,-0.16473890693572457
2019-10-20,-0.1331673521631913
2019-10-21,-0.13466534419246834
2019-10-22,-0.15834212873451037
2019-10-23,-0.233227437648452
2019-10-24,-0.23480790657358597
2019-10-25,-0.08660292578626283
2019-10-26,-0.02176814472701416
2019-10-27,0.009569765374804362
2019-10-28,-0.0171806274378401
2019-10-29,-0.00667661548224352
2019-10-30,-0.0347643564738771
2019-10-31,-0.03916621115075003
2019-11-01,-0.03013150993572644
2019-11-02,-0.026283018244669165
2019-11-03,-0.03746308186016023
2019-11-04,-0.016480549466059813
2019-11-05,-0.027233271063934694
2019-11-06,-0.02606123578317998
2019-11-07,-0.04297983340457634
2019-11-08,-0.09089554929833987
2019-11-09,-0.08999684681372955
2019-11-10,-0.0653436037885573
2019-11-11,-0.10377206330421451
2019-11-12,-0.09641604043471652
2019-11-13,-0.10024235700771733
2019-11-14,-0.11544462685384183
2019-11-15,-0.13766760415447798
2019-11-16,-0.13750793163249142
2019-11-17,-0.13551018133519932
2019-11-18,-0.17523254891836437
2019-11-19,-0.1845782899755939
2019-11-20,-0.19070187610588896
2019-11-21,-0.2509612998102835
2019-11-22,-0.2969176329714518
2019-11-23,-0.29143050211018817
2019-11-24,-0.3458207264664477
2019-11-25,-0.31898001378595886
2019-11-26,-0.3162431762999294
2019-11-27,-0.26806152594401844
2019-11-28,-0.2811686847405941
2019-11-29,-0.2412144103850924
2019-11-30,-0.26727557020299386
2019-12-01,-0.2867678180644191
2019-12-02,-0.30123542379477364
2019-12-03,-0.30382844322689806
2019-12-04,-0.3173695210896934
2019-12-05,-0.2924895389755484
2019-12-06,-0.276079919472469
2019-12-07,-0.28002936841305903
2019-12-08,-0.27879213276295545
2019-12-09,-0.3051428559711695
2019-12-10,-0.3209261025048882
2019-12-11,-0.32624212324276414
2019-12-12,-0.3282301432698045
2019-12-13,-0.32195827622066453
2019-12-14,-0.34713976335916996
2019-12-15,-0.34238082562816885
2019-12-16,-0.3759526828881121
2019-12-17,-0.41728488314311996
2019-12-18,-0.32088448256741486
2019-12-19,-0.3409822368182791
2019-12-20,-0.3365860403823735
2019-12-21,-0.34362157432828333
2019-12-22,-0.2981955047371674
2019-12-23,-0.32043721690222604
2019-12-24,-0.3331874023243184
2019-12-25,-0.3402574339877127
2019-12-26,-0.34068188631707663
2019-12-27,-0.3357040254556729
2019-12-28,-0.32707384309924237
2019-12-29,-0.31645856714558285
2019-12-30,-0.3395509491608877
2019-12-31,-0.34905620395223735
2020-01-01,-0.34949574311107945
2020-01-02,-0.38204603059609354
2020-01-03,-0.33127932923294523
2020-01-04,-0.32840077358479114
2020-01-05,-0.32899918278802964
2020-01-06,-0.27436497112718783
2020-01-07,-0.22885601161288882
2020-01-08,-0.23934413684587952
2020-01-09,-0.27090931909700267
2020-01-10,-0.2327532662933418
2020-01-11,-0.24590169238875603
2020-01-12,-0.23060114483502936
2020-01-13,-0.23689236444018746
2020-01-14,-0.1544662861234265
2020-01-15,-0.15776368041576028
2020-01-16,-0.16950409658525167
2020-01-17,-0.14870142715048118
2020-01-18,-0.14813689860489632
2020-01-19,-0.1766265788308896
2020-01-20,-0.18366028648386212
2020-01-21,-0.17391387838146954
2020-01-22,-0.18459450176909797
2020-01-23,-0.2187702042665105
2020-01-24,-0.21306874311973978
2020-01-25,-0.22351879357363202
2020-01-26,-0.19754623978530184
2020-01-27,-0.16116029122001585
2020-01-28,-0.11892732984578025
2020-01-29,-0.11859111901897457
2020-01-30,-0.09891636958726124
2020-01-31,-0.11622306503687518
2020-02-01,-0.11483052960685747
2020-02-02,-0.1205948444842555
2020-02-03,-0.128206644193682
2020-02-04,-0.14221540633812246
2020-02-05,-0.09381209680988256
2020-02-06,-0.08361212833310105
2020-02-07,-0.07865318136800425
2020-02-08,-0.06868838419840273
2020-02-09,-0.04611501069333279
2020-02-10,-0.0752451651030821
2020-02-11,-0.03688599070256515
2020-02-12,-0.0297197005917873
2020-02-13,-0.04315855943569957
2020-02-14,-0.032263303903908636
2020-02-15,-0.0779365204041973
2020-02-16,-0.07516352089146494
2020-02-17,-0.10380599487608855
2020-02-18,-0.053576574097858654
2020-02-19,-0.11123026856243534
2020-02-20,-0.11473993055095733
2020-02-21,-0.1068904163115807
2020-02-22,-0.11086253138583757
2020-02-23,-0.08184208328662912
2020-02-24,-0.11617988513281219
2020-02-25,-0.149339642731956
2020-02-26,-0.21056282857591846
2020-02-27,-0.21390055016037657
2020-02-28,-0.2182164423906645
2020-02-29,-0.23870148018529846
2020-03-01,-0.24444237514005707
2020-03-02,-0.20375351339860792
2020-03-03,-0.2203685753538558
2020-03-04,-0.22285130839751055
2020-03-05,-0.18958631219651956
2020-03-06,-0.18143186059318772
2020-03-07,-0.21008673836198177
2020-03-08,-0.3038403246274317
2020-03-09,-0.3313877425520051
2020-03-10,-0.3305772278331425
2020-03-11,-0.32777232707652715
2020-03-12,-0.7985532628097545
2020-03-13,-0.6725231919069188
2020-03-14,-0.762434596069788
2020-03-15,-0.7221183347341125
2020-03-16,-0.7890351123489161
2020-03-17,-0.7119027046841069
2020-03-18,-0.716730053881335
2020-03-19,-0.5771552547335794
2020-03-20,-0.5824384996642298
2020-03-21,-0.5826980268007027
2020-03-22,-0.6406759139473603
2020-03-23,-0.5346812514822084
2020-03-24,-0.49180552177204895
2020-03-25,-0.505087725906634
2020-03-26,-0.496150185716262
2020-03-27,-0.5365658601141448
2020-03-28,-0.5778204128597579
2020-03-29,-0.6321727613798149
2020-03-30,-0.5464828533291435
2020-03-31,-0.5477663930476879
2020-04-01,-0.516157320075397
2020-04-02,-0.49453978051825764
2020-04-03,-0.5012172086926423
2020-04-04,-0.48600439752847
2020-04-05,-0.4967926578046402
2020-04-06,-0.4254943082956295
2020-04-07,-0.44149395277477765
2020-04-08,-0.4169017733133753
2020-04-09,-0.42755191647617785
2020-04-10,-0.4903482021268406
2020-04-11,-0.4876136137023668
2020-04-12,-0.47452025737073456
2020-04-13,-0.4918079987051893
2020-04-14,-0.4907262054319457
2020-04-15,-0.5283797543679718
2020-04-16,-0.45600916736400343
2020-04-17,-0.463238047053915
2020-04-18,-0.43867755860855695
2020-04-19,-0.4550048957011956
2020-04-20,-0.49807292146881466
2020-04-21,-0.49622391039207336
2020-04-22,-0.4607289740860505
2020-04-23,-0.41153777342666586
2020-04-24,-0.40993064127833456
2020-04-25,-0.4065469300461224
2020-04-26,-0.3881225132307833
2020-04-27,-0.3768559401699285
2020-04-28,-0.3786479174673403
2020-04-29,-0.2594831560430375
2020-04-30,-0.2730149771728705
2020-05-01,-0.25080548795102686
2020-05-02,-0.2381638091865419
2020-05-03,-0.24816809633189507
2020-05-04,-0.2508318658548383
2020-05-05,-0.24020791657746265
2020-05-06,-0.21047332702449317
2020-05-07,-0.13610704472998414
2020-05-08,-0.15078414137397012
2020-05-09,-0.18089309782899043
2020-05-10,-0.2762001298993688
2020-05-11,-0.29139356053865484
2020-05-12,-0.2664444264500858
2020-05-13,-0.21171677572077918
2020-05-14,-0.16280370924460108
2020-05-15,-0.21345883726295334
2020-05-16,-0.20718245752514441
2020-05-17,-0.17817932570815742
2020-05-18,-0.17470934872654098
2020-05-19,-0.17299998497465197
2020-05-20,-0.19881699413585174
2020-05-21,-0.24791345371503581
2020-05-22,-0.23871488722834933
2020-05-23,-0.23734045093475586
2020-05-24,-0.28025406497475025
2020-05-25,-0.2695914547940461
2020-05-26,-0.2788867621632338
2020-05-27,-0.24278723478613884
2020-05-28,-0.2012261552881487
2020-05-29,-0.21656000793196917
2020-05-30,-0.19051437553524586
2020-05-31,-0.21849888994375455
2020-06-01,-0.14164705375552167
2020-06-02,-0.21239893573019053
2020-06-03,-0.19988842898999515
2020-06-04,-0.18337910899239773
2020-06-05,-0.20205871720020063
2020-06-06,-0.2003395580588485
2020-06-07,-0.1932750281219615
2020-06-08,-0.19210996742969044
2020-06-09,-0.1921433529357337
2020-06-10,-0.18213514304155076
2020-06-11,-0.24690325107844302
2020-06-12,-0.2288364306675259
2020-06-13,-0.2293014443583914
2020-06-14,-0.24288485989219133
2020-06-15,-0.23341061685857767
2020-06-16,-0.22612384331297442
2020-06-17,-0.2346550678607322
2020-06-18,-0.24188014548553483
2020-06-19,-0.25399331821717297
2020-06-20,-0.24732900377615863
2020-06-21,-0.2560820138651323
2020-06-22,-0.21494693043540813
2020-06-23,-0.22351880138591262
2020-06-24,-0.258215685099735
2020-06-25,-0.2641187220894263
2020-06-26,-0.2745916302931146
2020-06-27,-0.29283119702317606
2020-06-28,-0.282070446573643
2020-06-29,-0.2746852485293996
2020-06-30,-0.2800172565550856
2020-07-01,-0.2703743293950769
2020-07-02,-0.287329764373073
2020-07-03,-0.2913000896701128
2020-07-04,-0.2856835110006948
2020-07-05,-0.2917223975910552
2020-07-06,-0.26451700062725436
2020-07-07,-0.27479475060058967
2020-07-08,-0.2562378952858264
2020-07-09,-0.2789318036980717
2020-07-10,-0.27407124212557576
2020-07-11,-0.2801925424732339
2020-07-12,-0.27552583450642665
2020-07-13,-0.2821207301550839
2020-07-14,-0.2804860891373657
2020-07-15,-0.28830194910248075
2020-07-16,-0.2962094512351712
2020-07-17,-0.2945101064754976
2020-07-18,-0.2933026551415594
2020-07-19,-0.2895520107056839
2020-07-20,-0.2960792562244574
2020-07-21,-0.2731561151486481
2020-07-22,-0.2590311652676007
2020-07-23,-0.251857989774944
2020-07-24,-0.25919075508908307
2020-07-25,-0.24413177760845173
2020-07-26,-0.22156445672360547
2020-07-27,-0.11655245656408297
2020-07-28,-0.12695456572488162
2020-07-29,-0.1125914035331661
2020-07-30,-0.11198270273215094
2020-07-31,-0.09511119651044275
2020-08-01,-0.05662323756966359
2020-08-02,-0.11925506109201223
2020-08-03,-0.10768933579966067
2020-08-04,-0.11182365635258407
2020-08-05,-0.0677675704352918
2020-08-06,-0.06490793478019974
2020-08-07,-0.08068130864593392
2020-08-08,-0.06954874717233217
2020-08-09,-0.07608449415253382
2020-08-10,-0.06118131699444085
2020-08-11,-0.10342107329039685
2020-08-12,-0.08867941430960968
2020-08-13,-0.0729276189810264
2020-08-14,-0.07404723179182504
2020-08-15,-0.06743152982503631
2020-08-16,-0.06588855251959735
2020-08-17,-0.03277293871382092
2020-08-18,-0.06057288598243815
2020-08-19,-0.08332429840603339
2020-08-20,-0.07345260922279451
2020-08-21,-0.10392407919262858
2020-08-22,-0.091518044991167
2020-08-23,-0.09411821817949928
2020-08-24,-0.0862716282171423
2020-08-25,-0.12311448997470364
2020-08-26,-0.11430690792234088
2020-08-27,-0.12924316216411746
2020-08-28,-0.11172134390412758
2020-08-29,-0.11608676779948013
2020-08-30,-0.09929129864489994
2020-08-31,-0.10221409777367008
2020-09-01,-0.07870599409031165
2020-09-02,-0.12737713304371745
2020-09-03,-0.23484643914481396
2020-09-04,-0.2155488155458123
2020-09-05,-0.24984296083303015
2020-09-06,-0.2385851813639004
2020-09-07,-0.22845995472283676
2020-09-08,-0.2547346671804398
2020-09-09,-0.24443946215335544
2020-09-10,-0.23456847181230955
2020-09-11,-0.23049554990008225
2020-09-12,-0.22668589636522896
2020-09-13,-0.23868481382903362
2020-09-14,-0.2072730497929598
2020-09-15,-0.19741767172314972
2020-09-16,-0.18108920069683343
2020-09-17,-0.18505556608114837
2020-09-18,-0.18757446203726502
2020-09-19,-0.17465580673421854
2020-09-20,-0.18956353158815809
2020-09-21,-0.2341302774721008
2020-09-22,-0.2289663916739464
2020-09-23,-0.25752667316592515
2020-09-24,-0.21029419602901456
2020-09-25,-0.21646538148241312
2020-09-26,-0.21201755289997948
2020-09-27,-0.21145934843528202
2020-09-28,-0.21538522652628167
2020-09-29,-0.20584643959494464
2020-09-30,-0.21321272051092066
2020-10-01,-0.22969622110977106
2020-10-02,-0.23411713241045362
2020-10-03,-0.23644971460361575
2020-10-04,-0.22707212248019815
2020-10-05,-0.21808106518900416
2020-10-06,-0.23554792354727283
2020-10-07,-0.2298633977509592
2020-10-08,-0.2090453778484278
2020-10-09,-0.19445327212746122
2020-10-10,-0.17505504452087095
2020-10-11,-0.16946022578536102
2020-10-12,-0.15569030892084612
2020-10-13,-0.1666189618521301
2020-10-14,-0.16923613274655658
2020-10-15,-0.16283970351921795
2020-10-16,-0.178205860613442
2020-10-17,-0.17715056334648516
2020-10-18,-0.1671069448618141
2020-10-19,-0.14613543468419365
2020-10-20,-0.13172272937142182
2020-10-21,-0.058703970155264074
2020-10-22,-0.048382605347836005
2020-10-23,-0.052981823593356125
2020-10-24,-0.04188942184302746
2020-10-25,-0.048620103671044745
2020-10-26,-0.046843049470494336
2020-10-27,-0.003636274497111458
2020-10-28,-0.03343376520050079
2020-10-29,-0.02086119476265047
2020-10-30,-0.012654690155265769
2020-10-31,0.0009549737691045834
2020-11-01,-0.005414076940661872
2020-11-02,-0.017002655315231152
2020-11-03,0.010807823953314255
2020-11-04,0.018917870717265473
2020-11-05,0.11694265257365366
2020-11-06,0.11632502370455988
2020-11-07,0.06558737748800247
2020-11-08,0.10592171297096264
2020-11-09,0.09284195693478914
2020-11-10,0.0914211624071033
2020-11-11,0.1165401175133347
2020-11-12,0.14997073372717828
2020-11-13,0.1509768194217962
2020-11-14,0.13547214578324684
2020-11-15,0.1268588283119776
2020-11-16,0.17159567935939357
2020-11-17,0.2246131055673306
2020-11-18,0.22995585947010433
2020-11-19,0.2291793888782756
2020-11-20,0.27389868886856306
2020-11-21,0.27457019749010847
2020-11-22,0.260927446272861
2020-11-23,0.25339718101143305
2020-11-24,0.2931738418865244
2020-11-25,0.27035278036837873
2020-11-26,0.17763167225519183
2020-11-27,0.17543318217290071
2020-11-28,0.21085026974082943
2020-11-29,0.23407940748566958
2020-11-30,0.3103064129030493
2020-12-01,0.2648437551794931
2020-12-02,0.28394664248027546
2020-12-03,0.2955089141229461
2020-12-04,0.25531106308215
2020-12-05,0.2738645641196271
2020-12-06,0.28479946579229143
2020-12-07,0.27414671759816933
2020-12-08,0.22774723350899428
2020-12-09,0.2388398820090636
2020-12-10,0.22211098948486807
2020-12-11,0.2077591695585852
2020-12-12,0.2469457993527655
2020-12-13,0.2634023877792977
2020-12-14,0.268593459713653
2020-12-15,0.2745121213805124
2020-12-16,0.36784820931549334
2020-12-17,0.43030172423265967
2020-12-18,0.4397977195554379
2020-12-19,0.4723853923192678
2020-12-20,0.4566837738951328
2020-12-21,0.4294258037253744
2020-12-22,0.4626731642879953
2020-12-23,0.4417372982269612
2020-12-24,0.45692097212590177
2020-12-25,0.49478134724316725
2020-12-26,0.5635591308915728
2020-12-27,0.5597943795322688
2020-12-28,0.5805485666669057
2020-12-29,0.5856055765772297
2020-12-30,0.6410807240829826
2020-12-31,0.6451447379133803
2021-01-01,0.655302104873968
2021-01-02,0.7391978173393756
2021-01-03,0.7753872644680921
2021-01-04,0.7278326345986343
2021-01-05,0.7927662690220174
2021-01-06,0.8648749595990157
2021-01-07,0.9302630698952505
2021-01-08,0.9667610921734386
2021-01-09,0.954296167813677
2021-01-10,0.8999876208026176
2021-01-11,0.8144800330407982
2021-01-12,0.7670786999995425
2021-01-13,0.8657344355121523
2021-01-14,0.9091282362731175
2021-01-15,0.8451063909985095
2021-01-16,0.8281491555734899
2021-01-17,0.8228545784425148
2021-01-18,0.834947611203015
2021-01-19,0.8231739131566549
2021-01-20,0.8004034149883861
2021-01-21,0.6630427993601131
2021-01-22,0.7222163905685086
2021-01-23,0.6908337349013998
2021-01-24,0.6942711415909191
2021-01-25,0.6984056608107032
2021-01-26,0.7030257857918301
2021-01-27,0.6284827282084002
2021-01-28,0.7250740138359433
2021-01-29,0.7422045628768803
2021-01-30,0.7453420195575742
2021-01-31,0.7078427035383328
2021-02-01,0.7180127151892783
2021-02-02,0.7743444990268653
2021-02-03,0.826203981709213
2021-02-04,0.8118653996642617
2021-02-05,0.8338997705572293
2021-02-06,0.8650221777950726
2021-02-07,0.854006334711352
2021-02-08,1.0190740430820053
2021-02-09,1.0256816616678748
2021-02-10,0.9910441922876583
2021-02-11,1.0489905517725404
2021-02-12,1.0386748826592296
2021-02-13,1.0293926527777568
2021-02-14,1.060518018926965
2021-02-15,1.043054295255823
2021-02-16,1.0615982278656677
2021-02-17,1.1197592548682689
2021-02-18,1.1059897541252894
2021-02-19,1.1808410240977825
2021-02-20,1.1787842475121533
2021-02-21,1.204869103979771
2021-02-22,1.1384229778570454
2021-02-23,1.0305279917783423
2021-02-24,1.0484186213903541
2021-02-25,1.0046739119011416
2021-02-26,0.9736421126241162
2021-02-27,0.9624902637183386
2021-02-28,0.9495658118681582
2021-03-01,1.0370124019298288
2021-03-02,1.0072745317511416
2021-03-03,1.0528419060254137
2021-03-04,1.0055259513918404
2021-03-05,1.0096833882639462
2021-03-06,1.0105662428641686
2021-03-07,1.0502266434415226
2021-03-08,1.0669874833433042
2021-03-09,1.1138979441988042
2021-03-10,1.1359864098163168
2021-03-11,1.1635798214791961
2021-03-12,1.1519021543483863
2021-03-13,1.2157335859481968
2021-03-14,1.1900786985816154
2021-03-15,1.1220799228529081
2021-03-16,1.126069489645829
2021-03-17,1.1611788722076923
2021-03-18,1.1420609216276638
2021-03-19,1.1468194364073518
2021-03-20,1.1454143010008888
2021-03-21,1.1288307837643554
2021-03-22,1.0726098741406425
2021-03-23,1.0719543781943361
2021-03-24,1.0325843052676582
2021-03-25,1.0098491206104008
2021-03-26,1.0686885653651697
2021-03-27,1.0876727936290749
2021-03-28,1.0794853358763046
2021-03-29,1.1095583923599097
2021-03-30,1.1259537966105615
2021-03-31,1.1250287493701716
2021-04-01,1.1227286222820911
2021-04-02,1.1235783526178995
2021-04-03,1.090784245369548
2021-04-04,1.1039806033823893
2021-04-05,1.1107050218340202
2021-04-06,1.096480182575144
2021-04-07,1.0620128869056966
2021-04-08,1.0890011826983859
2021-04-09,1.0878089387863685
2021-04-10,1.112244830647688
2021-04-11,1.1141979353741256
2021-04-12,1.110998037753017
2021-04-13,1.1655840925883787
2021-04-14,1.153654550101482
2021-04-15,1.1565789049766444
2021-04-16,1.1272000235512483
2021-04-17,1.103278393310422
2021-04-18,1.0338938962909232
2021-04-19,1.0207133481764767
2021-04-20,1.0301098014110242
2021-04-21,0.983195400532134
2021-04-22,0.940173493635502
2021-04-23,0.9196348139103243
2021-04-24,0.9038134658725951
2021-04-25,0.874495453131539
2021-04-26,0.9691196847236867
2021-04-27,0.9864130119765626
2021-04-28,0.9794600633842752
2021-04-29,0.9543790248489685
2021-04-30,1.0267677028990274
2021-05-01,1.0262291032060382
2021-05-02,1.0010460336786657
2021-05-03,1.0101953090566305
2021-05-04,0.9442051349143146
2021-05-05,1.0067482824773926
2021-05-06,0.9898318555946339
2021-05-07,1.00150100010962
2021-05-08,1.0228866739164797
2021-05-09,1.012595882298596
2021-05-10,0.968227450057018
2021-05-11,0.9782381074406334
2021-05-12,0.8708444428054136
2021-05-13,0.8364664772571047
2021-05-14,0.8466992221323739
2021-05-15,0.7835554257367061
2021-05-16,0.759209748154726
2021-05-17,0.7004340244718925
2021-05-18,0.6819408446227442
2021-05-19,0.5517396734392204
2021-05-20,0.6301340838794331
2021-05-21,0.5350715373322892
2021-05-22,0.5455837743490513
2021-05-23,0.46438122589969844
2021-05-24,0.5674887993448277
2021-05-25,0.5560679673851343
2021-05-26,0.5778830245860735
2021-05-27,0.5582331972615222
2021-05-28,0.477608272361314
2021-05-29,0.4496692854612281
2021-05-30,0.475328761336419
2021-05-31,0.5188675000391854
2021-06-01,0.49928359246470144
2021-06-02,0.5236138980484792
2021-06-03,0.5611723621216953
2021-06-04,0.49933379402418154
2021-06-05,0.4566173596751213
2021-06-06,0.46344356817217225
2021-06-07,0.4041113613440874
2021-06-08,0.39484623904905725
2021-06-09,0.50302280842571
2021-06-10,0.4863292576971272
2021-06-11,0.4940813982946395
2021-06-12,0.4505497663706919
2021-06-13,0.5358957938084892
2021-06-14,0.5723903151636254
2021-06-15,0.5653570593649526
2021-06-16,0.5126967364496355
2021-06-17,0.504250159679712
2021-06-18,0.4398364889050601
2021-06-19,0.43351320816880623
2021-06-20,0.43286980958583854
2021-06-21,0.3155960172829584
2021-06-22,0.33504171290468143
2021-06-23,0.370093774965488
2021-06-24,0.3989780559920799
2021-06-25,0.3075040231592219
2021-06-26,0.3123020948849575
2021-06-27,0.3893150936922378
2021-06-28,0.3837183504960535
2021-06-29,0.42616277196102104
2021-06-30,0.39986718664254894
2021-07-01,0.35257521428414407
2021-07-02,0.3590536136190714
2021-07-03,0.38080161744418817
2021-07-04,0.4009098428673141
2021-07-05,0.357436156264372
2021-07-06,0.36189092794639066
2021-07-07,0.35446360762375306
2021-07-08,0.31941611371031087
2021-07-09,0.35047365914336304
2021-07-10,0.3397171906081322
2021-07-11,0.3570214101182465
2021-07-12,0.32195482572623924
2021-07-13,0.3052479064820659
2021-07-14,0.3083125063698482
2021-07-15,0.2728296211049859
2021-07-16,0.2631981908243386
2021-07-17,0.26447159224437655
2021-07-18,0.2678638646913054
2021-07-19,0.23990338367474884
2021-07-20,0.2014999084521225
2021-07-21,0.27591055670033526
2021-07-22,0.28005106935760793
2021-07-23,0.31279220964163024
2021-07-24,0.3325666559598641
2021-07-25,0.3583015782260883
2021-07-26,0.42054218376486574
2021-07-27,0.46256289678449036
2021-07-28,0.48118265417567585
2021-07-29,0.48291611394568257
2021-07-30,0.5225423401384042
2021-07-31,0.5206403225910989
2021-08-01,0.47407905109088944
2021-08-02,0.45540302721649617
2021-08-03,0.42736313359245237
2021-08-04,0.46350208168016493
2021-08-05,0.4904891957442512
2021-08-06,0.5326492614650125
2021-08-07,0.5694331628611078
2021-08-08,0.5558077585956713
2021-08-09,0.6045481458238537
2021-08-10,0.5855398136588885
2021-08-11,0.5875765715995822
2021-08-12,0.5573275032704448
2021-08-13,0.6271271658405322
2021-08-14,0.6125054788795179
2021-08-15,0.6093409468886453
2021-08-16,0.5838482169409822
2021-08-17,0.5537939636302944
2021-08-18,0.5571147180178535
2021-08-19,0.5919885615103446
2021-08-20,0.6439538997574292
2021-08-21,0.6383381885545507
2021-08-22,0.6421426886380743
2021-08-23,0.644588246436987
2021-08-24,0.6083302786092499
2021-08-25,0.6284097944062577
2021-08-26,0.58865065843111
